age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class
0.13953488372093026,1,0.574425466919743,0.6086876126153717,0.43560333971483595,0.5186674526619001,0.49734020392114875,0.7813545433807191,0.5628838751131582,0.75,0.6300667514557469,C
0.09302325581395354,1,0.42992806731574884,0.3375503350480122,0.30230395706985874,0.4721213290976186,0.4520317376626899,0.49115475113861284,0.5214964602198647,0.6625000000000001,0.6816853442758752,A
0.2325581395348837,1,0.7189228665237368,0.6471824112823426,0.40703918629091224,0.7048519469190268,0.7465367683426722,0.6229211432917854,0.43675080115264475,0.6125,0.47521097299536186,C
0.2558139534883721,1,0.6179726284442344,0.5509454146149155,0.366573302273687,0.45660595457619124,0.6899011855195987,0.5695871274202632,0.49981733813290147,0.6625000000000001,0.6386698502591016,B
0.16279069767441867,1,0.6041167134137146,0.5035242858222704,0.33562880273110307,0.3635137074476281,0.4633588542273046,0.6025287254585564,0.7343460225282312,0.5625,0.6300667514557469,B
0.34883720930232553,0,0.43784573304747454,0.33197137871946575,0.45226576254545797,0.2704214603190648,0.3727419217103869,0.2935051629088541,0.6141254364096167,0.3375,0.35476758974839573,B
0.4883720930232558,0,0.42003098515109194,0.4477347225368055,0.6950610666488093,0.3945444564904824,0.5539757867442223,0.27625004012689097,0.2160179217217463,0.225,0.3246567439366542,D
0.2790697674418605,1,0.6258902941759601,0.6360244986252497,0.8069373342258435,0.5807289507476091,0.5766300198734517,0.6401762660737486,0.4426632889945439,0.525,0.703193091284262,B
0.7674418604651163,1,0.4655575631085149,0.5007348076579972,0.5855651451904351,0.5962443252690363,0.8937892836826635,0.5539006521639331,0.5668255336744243,0.42500000000000004,0.33325984274000897,C
0.16279069767441867,1,0.8258113539020342,0.7392351907033596,0.2713594575272748,0.5341828271833274,0.7918452346011311,0.8284139691497093,0.43872163043327783,0.6875,0.6128605538490375,B
0.4883720930232558,1,0.5130635574988687,0.4714452869331281,0.3879964173416298,0.2549060857976375,0.2707978726288547,0.6025287254585564,0.5155839723779656,0.8500000000000001,0.6042574550456827,A
0.8372093023255813,0,0.1923980953639779,0.24270807746272188,0.42608195524019465,0.34799833292620075,0.22548940637039583,0.2574262698192949,0.7915000716665888,0.0,0.08376997744272197,D
0.13953488372093026,0,0.25178058835192063,0.3110502924874164,0.7736124885645992,0.34799833292620075,0.33876057201654275,0.28252463022942303,0.458429923239608,0.35000000000000003,0.3160536451332995,C
0.023255813953488413,1,0.641725625639411,0.5063137639865438,0.19756872784880536,0.37902908196905527,0.19150805667655169,0.7437070027655269,0.5786505093582224,0.6875,0.6945899924809074,C
0.06976744186046513,1,0.7466346965847772,0.7364457125390866,0.4141802246468931,0.5186674526619001,0.3840690382750016,0.6872356918427387,0.3421509956822597,0.675,0.6128605538490375,C
0.558139534883721,0,0.31116308133986337,0.43936628804398575,0.6641165671062252,0.7203673214404539,0.6559198358257545,0.4550758580490537,0.5747088507969563,0.375,0.3633706885517505,A
0.09302325581395354,0,0.41409273585229744,0.4881821559187675,0.647454144275603,0.5496982017047546,0.3840690382750016,0.32330946589588117,0.6515711927416441,0.48750000000000004,0.46230632479032985,C
0.11627906976744184,1,0.7248611158225313,0.556524370943462,0.15948318995024044,0.2704214603190648,0.5539757867442223,0.8550809770854705,0.5510588994293601,0.7625000000000001,0.7247008382926489,A
0.11627906976744184,1,0.5130635574988687,0.5439717192042324,0.428462301358855,0.2549060857976375,0.48601308735653403,0.5680184798946302,0.49784650885226844,0.6625000000000001,0.6644791466691657,B
0.0,0,0.38440148935832585,0.2176027739842627,0.3784750328669885,0.48763670361904576,0.5313215536149929,0.3186035233189821,0.6042712900064516,0.45,0.28594279932155797,B
0.09302325581395354,0,0.3646073250290116,0.442992609657541,0.6736379515808664,0.6583058233547451,0.4746859707919193,0.3123289332164501,0.4111300205044155,0.48750000000000004,0.38487843556013723,C
0.8837209302325582,0,0.24980117191898943,0.4337873317154393,0.647454144275603,0.45660595457619124,0.6445927192611398,0.4974293412411449,0.7737626081408915,0.3125,0.2214195582963976,A
0.39534883720930236,1,0.46357814667558284,0.4979453294937239,0.4808299159693817,0.3635137074476281,0.2821249891934694,0.32958405599841323,0.5885046557613874,0.775,0.6214636526523921,D
0.5348837209302326,1,0.5288988889623201,0.44215576620825897,0.23565426574737025,0.2859368348404919,0.32743345545192826,0.6182152007148864,0.42886748403011266,0.6125,0.5397342140205224,B
0.046511627906976716,0,0.4121133194193658,0.38776094200493066,0.6331720675636412,0.6893365723975996,0.4520317376626899,0.3060543431139181,0.7422293396507631,0.4,0.4235923801752336,C
0.9534883720930232,1,0.5091047246330058,0.5453664582863691,0.6545951826315839,0.7669134450047356,0.678574068954984,0.5366455293819701,0.27908445870200305,0.5375,0.26013350291149384,C
0.6046511627906976,0,0.2973071663093436,0.30547133615886995,0.6236506830890001,0.3635137074476281,0.35008768858115746,0.3264467609471472,0.3598884592079569,0.4,0.346164490945041,D
0.627906976744186,1,0.6437050420723431,0.7378404516212231,0.6760182976995266,0.5652135762261817,0.4407046210980752,0.45036991547215466,0.273171970860104,0.30000000000000004,0.6042574550456827,D
0.34883720930232553,1,0.647663874938206,0.6932088009928512,0.5117744155119657,0.5341828271833274,0.5992842530026812,0.6448822086506476,0.3598884592079569,0.675,0.6945899924809074,C
0.6744186046511629,0,0.3269984128033152,0.3556819431157883,0.5093940693933052,0.2549060857976375,0.19150805667655169,0.4033104897031645,0.6811336319511394,0.375,0.3117520957316221,A
0.09302325581395354,1,0.5467136368587031,0.5453664582863691,0.30230395706985874,0.5186674526619001,0.4633588542273046,0.49115475113861284,0.7205502175637999,0.47500000000000003,0.7548116841043905,C
0.11627906976744184,1,0.6615197899687257,0.6360244986252497,0.31658603378182065,0.3014522093619193,0.48601308735653403,0.7044908146247018,0.3795967520142871,0.6375000000000001,0.6558760478658111,C
0.16279069767441867,0,0.32106016350452027,0.27813445014899213,0.5117744155119657,0.5496982017047546,0.41805038796884575,0.503703931343677,0.6535420220222772,0.4625,0.32035519453497685,A
0.2093023255813954,1,0.5704666340538802,0.668103497514392,0.5641420301224924,0.6893365723975996,0.7012283020842134,0.4644877432028518,0.1608347018640217,0.5,0.5225280164138129,D
0.6511627906976745,0,0.1627068488700063,0.2845502499268206,0.5855651451904351,0.4721213290976186,0.6559198358257545,0.2935051629088541,0.6200379242515158,0.48750000000000004,0.3590691391500731,B
0.4418604651162791,1,0.6793345378651083,0.7950247539888247,0.41179987852823285,0.7203673214404539,0.5879571364380665,0.7280205275091969,0.43872163043327783,0.675,0.6601775972674885,C
0.0,1,0.5783842997856059,0.4853926777544944,0.226132881272729,0.5496982017047546,0.49734020392114875,0.7233145849322979,0.32441353215656255,0.5750000000000001,0.46230632479032985,D
0.2325581395348837,1,0.6773551214321771,0.668103497514392,0.4760692237320611,0.6738211978761722,0.7012283020842134,0.7233145849322979,0.5628838751131582,0.775,0.5913528068406506,A
0.2558139534883721,1,0.6872522035968345,0.7378404516212231,0.4332229935961756,0.3324829584047736,0.49734020392114875,0.7405697077142609,0.5195256309392318,0.775,0.6945899924809074,A
0.13953488372093026,1,0.6793345378651083,0.6708929756786652,0.47130853149474045,0.1928445877119287,0.24814363949962526,0.6731178641120417,0.23572621452807654,0.7375,0.6386698502591016,D
0.4883720930232558,1,0.4893105603036916,0.41007676731911663,0.2832611881205763,0.735882695961881,0.7352096517780575,0.3735061867161374,0.21995958028301235,0.4,0.6859868936775526,D
0.7209302325581395,1,0.6001578805478514,0.7434194079497698,0.6498344903942634,0.7203673214404539,0.6559198358257545,0.5789990125740613,0.37762592273365414,0.5375,0.49241717060207135,D
0.41860465116279066,1,0.5942196312490573,0.5328138065471395,0.4951119926813435,0.45660595457619124,0.5766300198734517,0.5476260620614012,0.5589422165518921,0.47500000000000003,0.6730822454725205,C
0.2790697674418605,0,0.3230395799374519,0.4031030719084336,0.6926807205301488,0.23939071127621037,0.22548940637039583,0.2637008599218269,0.637775387777213,0.30000000000000004,0.2515304041081391,C
0.09302325581395354,0,0.3665867414619437,0.3640503776086081,0.4451247241894771,0.42557520553333694,0.32743345545192826,0.37978077681866945,0.724491876125066,0.625,0.5139249176104581,A
0.2325581395348837,1,0.5269194725293889,0.5788401962576479,0.3856160712229694,0.7824288195261627,0.6672469523903692,0.6260584383430514,0.48602153316847035,0.4625,0.7677163323094224,D
